order_id,date,sku_id,supplier_id,ordered_qty,status,reason
OR00000397,2024-06-03,10095,SUP001,80,requires_review,Harness routed for safety review.
OR00000398,2024-06-15,10095,SUP001,80,executed,Harness approved.
OR00000399,2024-06-30,10095,SUP001,80,executed,Harness approved.
OR00000400,2024-07-14,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000401,2024-07-26,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000402,2024-08-07,10095,SUP001,80,executed,Harness approved.
OR00000403,2024-08-15,10095,SUP001,80,executed,Harness approved.
OR00000404,2024-08-31,10095,SUP001,80,executed,Harness approved.
OR00000405,2024-09-13,10095,SUP001,80,executed,Harness approved.
OR00000406,2024-10-03,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000407,2024-10-20,10095,SUP001,80,executed,Harness approved.
OR00000408,2024-11-08,10095,SUP001,80,executed,Harness approved.
OR00000409,2024-11-20,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000410,2024-11-30,10095,SUP001,80,executed,Harness approved.
OR00000411,2024-12-22,10095,SUP001,80,executed,Harness approved.
OR00000412,2024-12-29,10095,SUP001,80,executed,Harness approved.
OR00000413,2025-01-05,10095,SUP001,80,executed,Harness approved.
OR00000414,2025-01-12,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000415,2025-01-21,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000416,2025-01-30,10095,SUP001,80,executed,Harness approved.
OR00000417,2025-02-06,10095,SUP001,80,executed,Harness approved.
OR00000418,2025-02-15,10095,SUP001,80,executed,Harness approved.
OR00000419,2025-02-26,10095,SUP001,80,executed,Harness approved.
OR00000420,2025-03-08,10095,SUP001,80,requires_review,Harness routed for safety review.
OR00000421,2025-03-29,10095,SUP001,80,requires_review,Harness routed for safety review.
OR00000422,2025-04-16,10095,SUP001,80,executed,Harness approved.
OR00000423,2025-05-03,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000424,2025-05-15,10095,SUP001,80,executed,Harness approved.
OR00000425,2025-05-26,10095,SUP001,80,executed,Harness approved.
OR00000426,2025-06-07,10095,SUP001,80,executed,Harness approved.
OR00000427,2025-06-16,10095,SUP001,80,executed,Harness approved.
OR00000428,2025-06-28,10095,SUP001,80,requires_review,Harness routed for safety review.
OR00000429,2025-07-08,10095,SUP001,80,executed,Harness approved.
OR00000430,2025-07-22,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000431,2025-08-07,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000432,2025-08-20,10095,SUP001,80,executed,Harness approved.
OR00000433,2025-09-06,10095,SUP001,80,executed,Harness approved.
OR00000434,2025-09-22,10095,SUP001,80,executed,Harness approved.
OR00000435,2025-10-10,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000436,2025-10-28,10095,SUP001,80,executed,Harness approved.
OR00000437,2025-11-24,10095,SUP001,80,requires_review,Harness routed for safety review.
OR00000438,2025-12-23,10095,SUP001,80,blocked,Harness routed for safety review.
OR00000439,2026-01-06,10095,SUP001,80,executed,Harness approved.
OR00000440,2026-01-24,10095,SUP001,80,executed,Harness approved.
OR00000441,2026-02-06,10095,SUP001,80,executed,Harness approved.
OR00000442,2026-02-21,10095,SUP001,80,executed,Harness approved.
OR00000443,2026-03-15,10095,SUP001,80,executed,Harness approved.
OR00000444,2026-04-02,10095,SUP001,80,executed,Harness approved.
OR00000445,2026-04-18,10095,SUP001,80,executed,Harness approved.
OR00000446,2026-05-06,10095,SUP001,80,executed,Harness approved.
OR00000447,2021-01-30,10100,SUP003,90,executed,Harness approved.
OR00000448,2021-02-04,10100,SUP003,90,executed,Harness approved.
OR00000449,2021-02-09,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000450,2021-09-30,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000451,2021-10-10,10100,SUP003,90,executed,Harness approved.
OR00000452,2021-10-25,10100,SUP003,90,executed,Harness approved.
OR00000453,2021-11-08,10100,SUP003,90,executed,Harness approved.
OR00000454,2021-11-20,10100,SUP003,90,executed,Harness approved.
OR00000455,2021-12-03,10100,SUP003,90,executed,Harness approved.
OR00000456,2021-12-19,10100,SUP003,90,executed,Harness approved.
OR00000457,2021-12-31,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000458,2022-01-15,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000459,2022-02-01,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000460,2022-02-16,10100,SUP003,90,executed,Harness approved.
OR00000461,2022-03-08,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000462,2022-03-25,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000463,2022-04-09,10100,SUP003,90,executed,Harness approved.
OR00000464,2022-05-03,10100,SUP003,90,executed,Harness approved.
OR00000465,2022-05-19,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000466,2022-06-03,10100,SUP003,90,executed,Harness approved.
OR00000467,2022-06-18,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000468,2022-07-01,10100,SUP003,90,executed,Harness approved.
OR00000469,2022-07-21,10100,SUP003,90,executed,Harness approved.
OR00000470,2022-08-14,10100,SUP003,90,executed,Harness approved.
OR00000471,2022-09-02,10100,SUP003,90,executed,Harness approved.
OR00000472,2022-09-27,10100,SUP003,90,executed,Harness approved.
OR00000473,2022-10-19,10100,SUP003,90,executed,Harness approved.
OR00000474,2022-11-09,10100,SUP003,90,executed,Harness approved.
OR00000475,2022-11-28,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000476,2022-12-21,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000477,2023-01-02,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000478,2023-01-17,10100,SUP003,90,executed,Harness approved.
OR00000479,2023-01-30,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000480,2023-02-22,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000481,2023-03-20,10100,SUP003,90,executed,Harness approved.
OR00000482,2023-04-18,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000483,2023-05-11,10100,SUP003,90,executed,Harness approved.
OR00000484,2023-06-06,10100,SUP003,90,executed,Harness approved.
OR00000485,2023-07-01,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000486,2023-07-27,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000487,2023-08-10,10100,SUP003,90,executed,Harness approved.
OR00000488,2023-08-16,10100,SUP003,90,executed,Harness approved.
OR00000489,2023-08-23,10100,SUP003,90,executed,Harness approved.
OR00000490,2023-08-31,10100,SUP003,90,executed,Harness approved.
OR00000491,2023-09-08,10100,SUP003,90,executed,Harness approved.
OR00000492,2023-09-15,10100,SUP003,90,executed,Harness approved.
OR00000493,2023-09-24,10100,SUP003,90,executed,Harness approved.
OR00000494,2023-10-07,10100,SUP003,90,executed,Harness approved.
OR00000495,2023-11-01,10100,SUP003,90,executed,Harness approved.
OR00000496,2023-11-19,10100,SUP003,90,executed,Harness approved.
OR00000497,2023-11-25,10100,SUP003,90,executed,Harness approved.
OR00000498,2023-12-11,10100,SUP003,90,executed,Harness approved.
OR00000499,2024-01-11,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000500,2024-02-12,10100,SUP003,90,executed,Harness approved.
OR00000501,2024-03-18,10100,SUP003,90,executed,Harness approved.
OR00000502,2024-05-13,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000503,2024-06-07,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000504,2024-07-01,10100,SUP003,90,executed,Harness approved.
OR00000505,2024-08-15,10100,SUP003,90,executed,Harness approved.
OR00000506,2024-09-12,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000507,2024-10-12,10100,SUP003,90,executed,Harness approved.
OR00000508,2025-01-12,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000509,2025-02-10,10100,SUP003,90,blocked,Harness routed for safety review.
OR00000510,2025-05-03,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000511,2025-06-14,10100,SUP003,90,executed,Harness approved.
OR00000512,2025-08-17,10100,SUP003,90,requires_review,Harness routed for safety review.
OR00000513,2025-09-22,10100,SUP003,90,executed,Harness approved.
OR00000514,2026-02-10,10100,SUP003,90,executed,Harness approved.
OR00000515,2026-03-10,10100,SUP003,90,executed,Harness approved.
OR00000516,2026-04-15,10100,SUP003,90,executed,Harness approved.
OR00000517,2021-02-20,35035,SUP002,84,executed,Harness approved.
OR00000518,2021-04-07,35035,SUP002,84,executed,Harness approved.
OR00000519,2021-05-13,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000520,2021-06-14,35035,SUP002,84,executed,Harness approved.
OR00000521,2021-07-02,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000522,2021-07-24,35035,SUP002,84,executed,Harness approved.
OR00000523,2021-08-24,35035,SUP002,84,executed,Harness approved.
OR00000524,2021-12-10,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000525,2022-01-28,35035,SUP002,84,executed,Harness approved.
OR00000526,2022-02-26,35035,SUP002,84,executed,Harness approved.
OR00000527,2022-03-20,35035,SUP002,84,executed,Harness approved.
OR00000528,2022-04-18,35035,SUP002,84,executed,Harness approved.
OR00000529,2022-05-11,35035,SUP002,84,executed,Harness approved.
OR00000530,2022-06-07,35035,SUP002,84,executed,Harness approved.
OR00000531,2022-06-19,35035,SUP002,84,executed,Harness approved.
OR00000532,2022-07-09,35035,SUP002,84,executed,Harness approved.
OR00000533,2022-07-26,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000534,2022-08-10,35035,SUP002,84,executed,Harness approved.
OR00000535,2022-08-18,35035,SUP002,84,executed,Harness approved.
OR00000536,2022-09-02,35035,SUP002,84,executed,Harness approved.
OR00000537,2022-09-11,35035,SUP002,84,executed,Harness approved.
OR00000538,2022-09-23,35035,SUP002,84,executed,Harness approved.
OR00000539,2022-10-04,35035,SUP002,84,executed,Harness approved.
OR00000540,2022-10-22,35035,SUP002,84,executed,Harness approved.
OR00000541,2022-11-12,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000542,2022-12-29,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000543,2023-02-10,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000544,2023-02-26,35035,SUP002,84,executed,Harness approved.
OR00000545,2023-03-18,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000546,2023-04-07,35035,SUP002,84,executed,Harness approved.
OR00000547,2023-04-21,35035,SUP002,84,executed,Harness approved.
OR00000548,2023-05-08,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000549,2023-05-24,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000550,2023-06-09,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000551,2023-06-22,35035,SUP002,84,executed,Harness approved.
OR00000552,2023-07-01,35035,SUP002,84,executed,Harness approved.
OR00000553,2023-07-11,35035,SUP002,84,executed,Harness approved.
OR00000554,2023-07-23,35035,SUP002,84,executed,Harness approved.
OR00000555,2023-08-08,35035,SUP002,84,executed,Harness approved.
OR00000556,2023-08-21,35035,SUP002,84,executed,Harness approved.
OR00000557,2023-09-05,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000558,2023-09-23,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000559,2023-10-28,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000560,2023-11-27,35035,SUP002,84,executed,Harness approved.
OR00000561,2023-12-27,35035,SUP002,84,executed,Harness approved.
OR00000562,2024-01-13,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000563,2024-02-03,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000564,2024-03-01,35035,SUP002,84,executed,Harness approved.
OR00000565,2024-03-15,35035,SUP002,84,executed,Harness approved.
OR00000566,2024-03-30,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000567,2024-04-10,35035,SUP002,84,executed,Harness approved.
OR00000568,2024-04-25,35035,SUP002,84,executed,Harness approved.
OR00000569,2024-05-09,35035,SUP002,84,executed,Harness approved.
OR00000570,2024-05-22,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000571,2024-06-08,35035,SUP002,84,executed,Harness approved.
OR00000572,2024-06-21,35035,SUP002,84,executed,Harness approved.
OR00000573,2024-07-06,35035,SUP002,84,executed,Harness approved.
OR00000574,2024-07-22,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000575,2024-08-04,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000576,2024-08-18,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000577,2024-09-05,35035,SUP002,84,executed,Harness approved.
OR00000578,2024-09-24,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000579,2025-01-12,35035,SUP002,84,requires_review,Harness routed for safety review.
OR00000580,2025-03-13,35035,SUP002,84,executed,Harness approved.
OR00000581,2025-07-07,35035,SUP002,84,executed,Harness approved.
OR00000582,2025-09-25,35035,SUP002,84,blocked,Harness routed for safety review.
OR00000583,2026-02-08,35035,SUP002,84,executed,Harness approved.
OR00000584,2026-03-26,35035,SUP002,84,executed,Harness approved.
OR00000585,2021-10-01,35192,SUP003,80,executed,Harness approved.
OR00000586,2021-10-15,35192,SUP003,80,executed,Harness approved.
OR00000587,2021-10-29,35192,SUP003,80,executed,Harness approved.
OR00000588,2021-11-10,35192,SUP003,80,executed,Harness approved.
OR00000589,2021-11-22,35192,SUP003,80,executed,Harness approved.
OR00000590,2021-12-07,35192,SUP003,80,executed,Harness approved.
OR00000591,2021-12-19,35192,SUP003,80,executed,Harness approved.
OR00000592,2021-12-30,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000593,2022-01-14,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000594,2022-01-29,35192,SUP003,80,executed,Harness approved.
OR00000595,2022-02-13,35192,SUP003,80,executed,Harness approved.
OR00000596,2022-03-07,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000597,2022-03-31,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000598,2022-04-25,35192,SUP003,80,executed,Harness approved.
OR00000599,2022-05-19,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000600,2022-06-09,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000601,2022-06-30,35192,SUP003,80,executed,Harness approved.
OR00000602,2022-07-20,35192,SUP003,80,executed,Harness approved.
OR00000603,2022-08-04,35192,SUP003,80,executed,Harness approved.
OR00000604,2022-08-18,35192,SUP003,80,executed,Harness approved.
OR00000605,2022-09-02,35192,SUP003,80,executed,Harness approved.
OR00000606,2022-09-18,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000607,2022-10-09,35192,SUP003,80,executed,Harness approved.
OR00000608,2022-10-29,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000609,2022-11-14,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000610,2022-11-27,35192,SUP003,80,executed,Harness approved.
OR00000611,2022-12-13,35192,SUP003,80,executed,Harness approved.
OR00000612,2022-12-28,35192,SUP003,80,executed,Harness approved.
OR00000613,2023-01-16,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000614,2023-02-11,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000615,2023-03-02,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000616,2023-03-22,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000617,2023-04-07,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000618,2023-04-28,35192,SUP003,80,executed,Harness approved.
OR00000619,2023-05-17,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000620,2023-06-08,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000621,2023-06-25,35192,SUP003,80,executed,Harness approved.
OR00000622,2023-07-14,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000623,2023-08-06,35192,SUP003,80,executed,Harness approved.
OR00000624,2023-08-17,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000625,2023-08-28,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000626,2023-09-06,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000627,2023-09-17,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000628,2023-09-29,35192,SUP003,80,executed,Harness approved.
OR00000629,2023-10-18,35192,SUP003,80,executed,Harness approved.
OR00000630,2023-11-07,35192,SUP003,80,executed,Harness approved.
OR00000631,2023-12-28,35192,SUP003,80,executed,Harness approved.
OR00000632,2024-01-18,35192,SUP003,80,executed,Harness approved.
OR00000633,2024-02-06,35192,SUP003,80,executed,Harness approved.
OR00000634,2024-04-05,35192,SUP003,80,executed,Harness approved.
OR00000635,2024-05-02,35192,SUP003,80,executed,Harness approved.
OR00000636,2024-06-25,35192,SUP003,80,executed,Harness approved.
OR00000637,2024-07-23,35192,SUP003,80,executed,Harness approved.
OR00000638,2024-08-19,35192,SUP003,80,executed,Harness approved.
OR00000639,2024-09-15,35192,SUP003,80,executed,Harness approved.
OR00000640,2024-10-09,35192,SUP003,80,executed,Harness approved.
OR00000641,2024-10-31,35192,SUP003,80,executed,Harness approved.
OR00000642,2024-11-24,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000643,2025-01-23,35192,SUP003,80,executed,Harness approved.
OR00000644,2025-03-14,35192,SUP003,80,executed,Harness approved.
OR00000645,2025-04-07,35192,SUP003,80,blocked,Harness routed for safety review.
OR00000646,2025-05-02,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000647,2025-06-30,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000648,2025-08-01,35192,SUP003,80,executed,Harness approved.
OR00000649,2025-08-30,35192,SUP003,80,requires_review,Harness routed for safety review.
OR00000650,2025-09-25,35192,SUP003,80,executed,Harness approved.
OR00000651,2025-10-22,35192,SUP003,80,executed,Harness approved.
OR00000652,2025-11-17,35192,SUP003,80,executed,Harness approved.
OR00000653,2026-01-22,35192,SUP003,80,executed,Harness approved.
OR00000654,2026-02-22,35192,SUP003,80,executed,Harness approved.
OR00000655,2026-03-24,35192,SUP003,80,executed,Harness approved.
OR00000656,2026-04-28,35192,SUP003,80,executed,Harness approved.
OR00000657,2021-03-02,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000658,2021-04-01,45470,SUP003,100,executed,Harness approved.
OR00000659,2021-04-21,45470,SUP003,100,executed,Harness approved.
OR00000660,2021-05-15,45470,SUP003,100,executed,Harness approved.
OR00000661,2021-05-31,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000662,2021-06-16,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000663,2021-07-02,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000664,2021-07-11,45470,SUP003,100,executed,Harness approved.
OR00000665,2021-08-09,45470,SUP003,100,executed,Harness approved.
OR00000666,2021-11-26,45470,SUP003,100,executed,Harness approved.
OR00000667,2022-01-17,45470,SUP003,100,executed,Harness approved.
OR00000668,2022-02-01,45470,SUP003,100,executed,Harness approved.
OR00000669,2022-02-26,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000670,2022-03-09,45470,SUP003,100,executed,Harness approved.
OR00000671,2022-03-24,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000672,2022-04-06,45470,SUP003,100,executed,Harness approved.
OR00000673,2022-04-20,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000674,2022-05-06,45470,SUP003,100,executed,Harness approved.
OR00000675,2022-05-19,45470,SUP003,100,executed,Harness approved.
OR00000676,2022-06-03,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000677,2022-06-17,45470,SUP003,100,executed,Harness approved.
OR00000678,2022-06-27,45470,SUP003,100,executed,Harness approved.
OR00000679,2022-07-09,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000680,2022-07-24,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000681,2022-08-07,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000682,2022-08-17,45470,SUP003,100,executed,Harness approved.
OR00000683,2022-08-28,45470,SUP003,100,executed,Harness approved.
OR00000684,2022-09-13,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000685,2022-09-26,45470,SUP003,100,executed,Harness approved.
OR00000686,2022-10-07,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000687,2022-10-28,45470,SUP003,100,executed,Harness approved.
OR00000688,2022-12-10,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000689,2023-02-11,45470,SUP003,100,executed,Harness approved.
OR00000690,2023-03-05,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000691,2023-04-07,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000692,2023-05-13,45470,SUP003,100,executed,Harness approved.
OR00000693,2023-06-19,45470,SUP003,100,executed,Harness approved.
OR00000694,2023-06-30,45470,SUP003,100,executed,Harness approved.
OR00000695,2023-07-11,45470,SUP003,100,executed,Harness approved.
OR00000696,2023-07-21,45470,SUP003,100,executed,Harness approved.
OR00000697,2023-08-03,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000698,2023-08-16,45470,SUP003,100,executed,Harness approved.
OR00000699,2023-08-25,45470,SUP003,100,executed,Harness approved.
OR00000700,2023-09-08,45470,SUP003,100,executed,Harness approved.
OR00000701,2023-09-26,45470,SUP003,100,executed,Harness approved.
OR00000702,2023-11-05,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000703,2023-11-30,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000704,2023-12-31,45470,SUP003,100,executed,Harness approved.
OR00000705,2024-01-19,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000706,2024-02-13,45470,SUP003,100,executed,Harness approved.
OR00000707,2024-03-19,45470,SUP003,100,executed,Harness approved.
OR00000708,2024-04-02,45470,SUP003,100,executed,Harness approved.
OR00000709,2024-04-18,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000710,2024-04-29,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000711,2024-05-11,45470,SUP003,100,executed,Harness approved.
OR00000712,2024-05-24,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000713,2024-06-09,45470,SUP003,100,executed,Harness approved.
OR00000714,2024-06-29,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000715,2024-07-09,45470,SUP003,100,executed,Harness approved.
OR00000716,2024-07-23,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000717,2024-08-03,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000718,2024-08-16,45470,SUP003,100,executed,Harness approved.
OR00000719,2024-08-31,45470,SUP003,100,executed,Harness approved.
OR00000720,2024-09-13,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000721,2024-09-27,45470,SUP003,100,requires_review,Harness routed for safety review.
OR00000722,2024-12-31,45470,SUP003,100,executed,Harness approved.
OR00000723,2025-02-07,45470,SUP003,100,executed,Harness approved.
OR00000724,2025-03-15,45470,SUP003,100,executed,Harness approved.
OR00000725,2025-06-16,45470,SUP003,100,executed,Harness approved.
OR00000726,2025-07-14,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000727,2025-08-23,45470,SUP003,100,blocked,Harness routed for safety review.
OR00000728,2025-09-26,45470,SUP003,100,executed,Harness approved.
OR00000729,2021-02-11,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000730,2021-03-11,45657,SUP001,230,executed,Harness approved.
OR00000731,2021-04-09,45657,SUP001,230,executed,Harness approved.
OR00000732,2021-05-06,45657,SUP001,230,executed,Harness approved.
OR00000733,2021-06-02,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000734,2021-06-26,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000735,2021-07-17,45657,SUP001,230,executed,Harness approved.
OR00000736,2021-08-09,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000737,2021-09-02,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000738,2021-09-25,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000739,2021-10-18,45657,SUP001,230,executed,Harness approved.
OR00000740,2021-11-09,45657,SUP001,230,executed,Harness approved.
OR00000741,2021-11-30,45657,SUP001,230,executed,Harness approved.
OR00000742,2021-12-18,45657,SUP001,230,executed,Harness approved.
OR00000743,2022-01-09,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000744,2022-02-06,45657,SUP001,230,executed,Harness approved.
OR00000745,2022-03-04,45657,SUP001,230,executed,Harness approved.
OR00000746,2022-03-30,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000747,2022-04-19,45657,SUP001,230,executed,Harness approved.
OR00000748,2022-05-12,45657,SUP001,230,executed,Harness approved.
OR00000749,2022-06-03,45657,SUP001,230,executed,Harness approved.
OR00000750,2022-06-26,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000751,2022-07-21,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000752,2022-08-13,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000753,2022-09-04,45657,SUP001,230,executed,Harness approved.
OR00000754,2022-09-28,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000755,2022-10-20,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000756,2022-11-14,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000757,2022-12-08,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000758,2022-12-29,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000759,2023-01-30,45657,SUP001,230,executed,Harness approved.
OR00000760,2023-03-01,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000761,2023-03-28,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000762,2023-04-23,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000763,2023-05-19,45657,SUP001,230,executed,Harness approved.
OR00000764,2023-06-13,45657,SUP001,230,executed,Harness approved.
OR00000765,2023-07-05,45657,SUP001,230,executed,Harness approved.
OR00000766,2023-07-27,45657,SUP001,230,executed,Harness approved.
OR00000767,2023-08-17,45657,SUP001,230,executed,Harness approved.
OR00000768,2023-09-06,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000769,2023-10-01,45657,SUP001,230,executed,Harness approved.
OR00000770,2023-10-25,45657,SUP001,230,executed,Harness approved.
OR00000771,2023-11-17,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000772,2023-12-12,45657,SUP001,230,executed,Harness approved.
OR00000773,2024-01-05,45657,SUP001,230,executed,Harness approved.
OR00000774,2024-02-08,45657,SUP001,230,executed,Harness approved.
OR00000775,2024-03-11,45657,SUP001,230,executed,Harness approved.
OR00000776,2024-04-12,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000777,2024-05-11,45657,SUP001,230,executed,Harness approved.
OR00000778,2024-06-09,45657,SUP001,230,executed,Harness approved.
OR00000779,2024-07-05,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000780,2024-07-25,45657,SUP001,230,executed,Harness approved.
OR00000781,2024-08-12,45657,SUP001,230,executed,Harness approved.
OR00000782,2024-09-01,45657,SUP001,230,executed,Harness approved.
OR00000783,2024-09-24,45657,SUP001,230,executed,Harness approved.
OR00000784,2024-10-18,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000785,2024-11-12,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000786,2024-12-06,45657,SUP001,230,executed,Harness approved.
OR00000787,2024-12-28,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000788,2025-01-27,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000789,2025-02-28,45657,SUP001,230,blocked,Harness routed for safety review.
OR00000790,2025-03-29,45657,SUP001,230,requires_review,Harness routed for safety review.
OR00000791,2025-04-24,45657,SUP001,230,executed,Harness approved.
OR00000792,2025-05-18,45657,SUP001,230,executed,Harness approved.
OR00000793,2025-06-08,45657,SUP001,230,requires_review,Harness routed for safety review.
